no	Annotation	Filename	Random Forest	kNN	AdaBoost
5304	go	nightTest/nightSequence2--01155.jpg	go	go	go
5305	stop	nightTest/nightSequence2--01830.jpg	stop	stop	stop
5306	stop	dayTest/daySequence2--00890.jpg	stop	stop	stop
5307	go	nightTest/nightSequence1--03945.jpg	go	go	go
5308	go	nightTest/nightSequence2--05423.jpg	go	go	go
5309	stop	dayTest/daySequence1--00938.jpg	stop	stop	stop
5310	stop	nightTest/nightSequence1--03307.jpg	stop	stop	stop
5311	go	nightTest/nightSequence1--01893.jpg	go	go	go
5312	stop	dayTest/daySequence1--00548.jpg	stop	stop	stop
5313	go	nightTest/nightSequence2--05518.jpg	go	go	go
5314	stop	nightTest/nightSequence2--00326.jpg	stop	stop	stop
5315	stop	dayTest/daySequence2--05729.jpg	stop	stop	stop
5316	go	nightTest/nightSequence2--00610.jpg	go	go	go
5317	stop	nightTest/nightSequence2--00182.jpg	stop	stop	stop
5318	go	dayTest/daySequence1--01825.jpg	go	go	go
5319	go	dayTest/daySequence1--02154.jpg	go	go	go
5320	go	nightTest/nightSequence2--04201.jpg	go	go	go
5321	stop	nightTest/nightSequence2--04256.jpg	stop	stop	stop
5322	go	dayTest/daySequence1--03632.jpg	go	go	go
5323	stop	nightTest/nightSequence1--03192.jpg	stop	stop	stop
5324	go	dayTest/daySequence1--02737.jpg	go	go	go
5325	stopLeft	nightTest/nightSequence2--04834.jpg	stopLeft	stopLeft	stopLeft
5326	stop	nightTest/nightSequence1--03392.jpg	stop	stop	stop
5327	stop	nightTest/nightSequence2--01688.jpg	stop	stop	stop
5328	go	nightTest/nightSequence1--02671.jpg	go	go	go
5329	go	dayTest/daySequence1--01364.jpg	go	go	go
5330	stop	nightTest/nightSequence2--00782.jpg	stop	stop	stop
5331	go	dayTest/daySequence2--04588.jpg	go	go	go
5332	go	nightTest/nightSequence1--03388.jpg	go	go	go
5333	go	nightTest/nightSequence2--05286.jpg	go	go	go
5334	go	nightTest/nightSequence2--03103.jpg	go	go	go
5335	go	dayTest/daySequence1--00201.jpg	go	go	go
5336	stopLeft	dayTest/daySequence2--05227.jpg	stopLeft	stopLeft	stopLeft
5337	go	dayTest/daySequence1--00334.jpg	go	go	go
5338	go	nightTest/nightSequence1--04130.jpg	go	go	go
5339	go	nightTest/nightSequence2--04328.jpg	go	go	go
5340	go	dayTest/daySequence2--04651.jpg	go	go	go
5341	go	nightTest/nightSequence1--04354.jpg	go	go	go
5342	go	dayTest/daySequence1--02553.jpg	go	go	go
5343	stopLeft	nightTest/nightSequence2--04892.jpg	stopLeft	stopLeft	stopLeft
5344	stopLeft	nightTest/nightSequence2--04822.jpg	stopLeft	stopLeft	stopLeft
5345	go	nightTest/nightSequence2--04000.jpg	go	go	go
5346	stop	nightTest/nightSequence2--00553.jpg	stop	stop	stop
5347	go	nightTest/nightSequence1--02516.jpg	go	go	go
5348	stop	nightTest/nightSequence1--02660.jpg	stop	stop	stop
5349	go	dayTest/daySequence2--01464.jpg	go	go	go
5350	stopLeft	dayTest/daySequence2--04915.jpg	stopLeft	stopLeft	stopLeft
5351	go	dayTest/daySequence1--02687.jpg	go	go	go
5352	stop	nightTest/nightSequence2--06427.jpg	stop	stop	stop
5353	go	nightTest/nightSequence1--04471.jpg	go	go	go
5354	go	nightTest/nightSequence2--04586.jpg	go	go	go
5355	stop	nightTest/nightSequence2--02057.jpg	stop	stop	stop
5356	go	nightTest/nightSequence2--02846.jpg	go	go	go
5357	go	nightTest/nightSequence2--01445.jpg	go	go	go
5358	stop	nightTest/nightSequence1--03313.jpg	stop	stop	stop
5359	go	dayTest/daySequence2--04328.jpg	go	go	go
5360	stopLeft	nightTest/nightSequence2--00782.jpg	stopLeft	stopLeft	stopLeft
5361	stop	dayTest/daySequence2--05559.jpg	stop	stop	stop
5362	go	nightTest/nightSequence1--02275.jpg	go	go	go
5363	stop	nightTest/nightSequence1--01049.jpg	stop	stop	stop
5364	goLeft	nightTest/nightSequence1--03979.jpg	goLeft	goLeft	goLeft
5365	stop	nightTest/nightSequence2--01012.jpg	stop	stop	stop
5366	stop	dayTest/daySequence2--00198.jpg	stop	stop	stop
5367	stop	nightTest/nightSequence1--01011.jpg	stop	stop	stop
5368	warning	dayTest/daySequence1--01888.jpg	warning	warning	warning
5369	stop	nightTest/nightSequence2--02190.jpg	stop	stop	stop
5370	stopLeft	nightTest/nightSequence2--06408.jpg	stopLeft	stopLeft	stopLeft
5371	stop	dayTest/daySequence1--03616.jpg	stop	stop	stop
5372	go	nightTest/nightSequence2--05444.jpg	go	go	go
5373	stopLeft	nightTest/nightSequence2--01274.jpg	stopLeft	stopLeft	stopLeft
5374	stop	dayTest/daySequence1--00916.jpg	stop	stop	stop
5375	stop	dayTest/daySequence2--06024.jpg	stop	stop	stop
5376	go	nightTest/nightSequence2--04526.jpg	go	go	go
5377	warning	dayTest/daySequence1--01891.jpg	warning	warning	warning
5378	go	dayTest/daySequence1--04031.jpg	go	go	go
5379	stop	dayTest/daySequence2--03887.jpg	stop	stop	stop
5380	go	nightTest/nightSequence2--03274.jpg	go	go	go
5381	go	nightTest/nightSequence2--04081.jpg	go	go	go
5382	stopLeft	dayTest/daySequence2--05966.jpg	stopLeft	stopLeft	stopLeft
5383	stop	nightTest/nightSequence1--03244.jpg	stop	stop	stop
5384	go	dayTest/daySequence2--01456.jpg	go	go	go
5385	go	nightTest/nightSequence2--01204.jpg	go	go	go
5386	go	nightTest/nightSequence2--01903.jpg	go	go	go
5387	go	nightTest/nightSequence1--02403.jpg	go	go	go
5388	stop	dayTest/daySequence1--02333.jpg	stop	stop	stop
5389	stop	nightTest/nightSequence2--06355.jpg	stop	stop	stop
5390	go	nightTest/nightSequence2--04133.jpg	go	go	go
5391	stop	nightTest/nightSequence1--00357.jpg	stop	stop	stop
5392	goLeft	dayTest/daySequence2--06356.jpg	goLeft	goLeft	goLeft
5393	stop	nightTest/nightSequence1--02890.jpg	stop	stop	stop
5394	go	dayTest/daySequence1--01328.jpg	go	go	go
5395	go	nightTest/nightSequence1--03932.jpg	go	go	go
5396	stop	nightTest/nightSequence1--03537.jpg	stop	stop	stop
5397	stop	nightTest/nightSequence2--01662.jpg	stop	stop	stop
5398	stop	dayTest/daySequence2--03775.jpg	stop	stop	stop
5399	stop	nightTest/nightSequence1--03282.jpg	stop	stop	stop
5400	stop	nightTest/nightSequence1--00774.jpg	stop	stop	stop
5401	go	nightTest/nightSequence2--03024.jpg	go	go	go
5402	go	nightTest/nightSequence2--04394.jpg	go	go	go
5403	stop	dayTest/daySequence2--02014.jpg	stop	stop	stop
5404	go	nightTest/nightSequence1--02469.jpg	go	go	go
5405	go	nightTest/nightSequence1--03425.jpg	go	go	go
5406	stopLeft	dayTest/daySequence2--04607.jpg	stopLeft	stopLeft	stopLeft
5407	stop	nightTest/nightSequence1--03057.jpg	stop	stop	stop
5408	go	dayTest/daySequence1--03938.jpg	go	go	go
5409	stop	nightTest/nightSequence1--02996.jpg	stop	stop	stop
5410	stop	dayTest/daySequence2--05985.jpg	stop	stop	stop
5411	go	dayTest/daySequence1--00962.jpg	go	go	go
5412	go	nightTest/nightSequence2--04480.jpg	go	go	go
5413	stop	nightTest/nightSequence2--05999.jpg	stop	stop	stop
5414	go	dayTest/daySequence2--02758.jpg	go	go	go
5415	stop	nightTest/nightSequence2--01758.jpg	stop	stop	stop
5416	stop	nightTest/nightSequence2--03401.jpg	stop	stop	stop
5417	go	nightTest/nightSequence1--04687.jpg	go	go	go
5418	go	nightTest/nightSequence2--05387.jpg	go	go	go
5419	stopLeft	dayTest/daySequence2--05244.jpg	stopLeft	stopLeft	stopLeft
5420	go	nightTest/nightSequence1--04329.jpg	go	go	go
5421	go	dayTest/daySequence1--02153.jpg	go	go	go
5422	go	dayTest/daySequence1--03868.jpg	go	go	go
5423	stop	nightTest/nightSequence2--00941.jpg	stop	stop	stop
5424	stop	nightTest/nightSequence2--01642.jpg	stop	stop	stop
5425	go	nightTest/nightSequence2--05318.jpg	go	go	go
5426	stop	nightTest/nightSequence1--01097.jpg	stop	stop	stop
5427	stop	nightTest/nightSequence2--03334.jpg	stop	stop	stop
5428	stop	nightTest/nightSequence1--00059.jpg	stop	stop	stop
5429	go	nightTest/nightSequence2--04628.jpg	go	go	go
5430	go	nightTest/nightSequence1--03742.jpg	go	go	go
5431	stop	nightTest/nightSequence1--00918.jpg	stop	stop	stop
5432	go	dayTest/daySequence1--02428.jpg	go	go	go
5433	stop	nightTest/nightSequence2--00459.jpg	stop	stop	stop
5434	stop	nightTest/nightSequence2--06044.jpg	stop	stop	stop
5435	go	nightTest/nightSequence2--02611.jpg	go	go	go
5436	stop	nightTest/nightSequence2--01983.jpg	stop	stop	stop
5437	stop	dayTest/daySequence1--02205.jpg	stop	stop	stop
5438	stop	nightTest/nightSequence2--01808.jpg	stop	stop	stop
5439	go	nightTest/nightSequence2--01197.jpg	go	go	go
5440	stop	nightTest/nightSequence1--03684.jpg	stop	stop	stop
5441	stop	nightTest/nightSequence1--03125.jpg	stop	stop	stop
5442	go	nightTest/nightSequence2--04447.jpg	go	go	go
5443	stop	nightTest/nightSequence2--01840.jpg	stop	stop	stop
5444	go	dayTest/daySequence2--04585.jpg	go	go	go
5445	stop	nightTest/nightSequence2--06059.jpg	stop	stop	stop
5446	go	nightTest/nightSequence1--02311.jpg	go	go	go
5447	go	nightTest/nightSequence2--02703.jpg	go	go	go
5448	stop	nightTest/nightSequence2--01589.jpg	stop	stop	stop
5449	stop	nightTest/nightSequence1--02877.jpg	stop	stop	stop
5450	stop	nightTest/nightSequence2--01640.jpg	stop	stop	stop
5451	go	nightTest/nightSequence1--04448.jpg	go	go	go
5452	stop	dayTest/daySequence1--00623.jpg	stop	stop	stop
5453	go	nightTest/nightSequence2--05405.jpg	go	go	go
5454	stopLeft	dayTest/daySequence2--06133.jpg	stopLeft	stopLeft	stopLeft
5455	go	nightTest/nightSequence2--05339.jpg	go	go	go
5456	stop	nightTest/nightSequence1--02950.jpg	stop	stop	stop
5457	stop	nightTest/nightSequence2--06024.jpg	stop	stop	stop
5458	goLeft	dayTest/daySequence2--06415.jpg	goLeft	goLeft	goLeft
5459	go	nightTest/nightSequence1--02013.jpg	go	go	go
5460	stop	nightTest/nightSequence2--01713.jpg	stop	stop	stop
5461	stop	nightTest/nightSequence2--00236.jpg	stop	stop	stop
5462	go	nightTest/nightSequence2--03009.jpg	go	go	go
5463	stop	nightTest/nightSequence2--04056.jpg	stop	stop	stop
5464	go	nightTest/nightSequence2--04266.jpg	go	go	go
5465	stop	nightTest/nightSequence2--01719.jpg	stop	stop	stop
5466	stop	nightTest/nightSequence1--03324.jpg	stop	stop	stop
5467	go	dayTest/daySequence1--02627.jpg	go	go	go
5468	stopLeft	dayTest/daySequence2--05414.jpg	stopLeft	stopLeft	stopLeft
5469	stop	nightTest/nightSequence1--02904.jpg	stop	stop	stop
5470	stop	dayTest/daySequence1--00892.jpg	stop	stop	stop
5471	go	nightTest/nightSequence2--01472.jpg	go	go	go
5472	stop	nightTest/nightSequence2--00104.jpg	stop	stop	stop
5473	stop	nightTest/nightSequence1--02673.jpg	stop	stop	stop
5474	go	nightTest/nightSequence2--04003.jpg	go	go	go
5475	stop	dayTest/daySequence1--00791.jpg	stop	stop	stop
5476	stop	nightTest/nightSequence1--01202.jpg	stop	stop	stop
5477	stop	dayTest/daySequence1--00821.jpg	stop	stop	stop
5478	goLeft	dayTest/daySequence2--06423.jpg	goLeft	goLeft	goLeft
5479	go	nightTest/nightSequence2--04271.jpg	go	go	go
5480	stop	dayTest/daySequence2--03753.jpg	stop	stop	stop
5481	go	nightTest/nightSequence2--04380.jpg	go	go	go
5482	stop	nightTest/nightSequence2--00414.jpg	stop	stop	stop
5483	stop	nightTest/nightSequence2--02033.jpg	stop	stop	stop
5484	go	nightTest/nightSequence2--01244.jpg	go	go	go
5485	go	dayTest/daySequence2--03445.jpg	go	go	go
5486	go	nightTest/nightSequence2--03985.jpg	go	go	go
5487	stopLeft	dayTest/daySequence2--03478.jpg	stopLeft	stopLeft	stopLeft
5488	goForward	dayTest/daySequence2--02954.jpg	goForward	goForward	goForward
5489	stop	nightTest/nightSequence1--01258.jpg	stop	stop	stop
5490	stop	dayTest/daySequence1--03489.jpg	stop	stop	stop
5491	stop	dayTest/daySequence2--03820.jpg	stop	stop	stop
5492	go	dayTest/daySequence1--03432.jpg	go	go	go
5493	go	dayTest/daySequence1--03407.jpg	go	go	go
5494	go	nightTest/nightSequence1--00020.jpg	go	go	go
5495	go	nightTest/nightSequence1--01801.jpg	go	go	go
5496	go	nightTest/nightSequence1--02446.jpg	go	go	go
5497	go	nightTest/nightSequence2--05366.jpg	go	go	go
5498	go	nightTest/nightSequence1--02086.jpg	go	go	go
5499	stop	nightTest/nightSequence2--00544.jpg	stop	stop	stop
5500	stop	nightTest/nightSequence1--02980.jpg	stop	stop	stop
5501	stop	nightTest/nightSequence2--01862.jpg	stop	stop	stop
5502	warning	nightTest/nightSequence2--01567.jpg	warning	warning	warning
5503	go	dayTest/daySequence1--02169.jpg	go	go	go
5504	go	nightTest/nightSequence2--04133.jpg	go	go	go
5505	go	dayTest/daySequence1--03392.jpg	go	go	go
5506	warning	nightTest/nightSequence1--02722.jpg	warning	warning	warning
5507	go	nightTest/nightSequence2--04371.jpg	go	go	go
5508	stop	nightTest/nightSequence1--02737.jpg	stop	stop	stop
5509	go	dayTest/daySequence1--03033.jpg	go	go	go
5510	go	dayTest/daySequence2--02706.jpg	go	go	go
5511	goForward	dayTest/daySequence2--02934.jpg	goForward	goForward	goForward
5512	stop	dayTest/daySequence1--00820.jpg	stop	stop	stop
5513	stop	dayTest/daySequence2--00948.jpg	stop	stop	stop
5514	stop	nightTest/nightSequence1--01515.jpg	stop	stop	stop
5515	go	nightTest/nightSequence1--03410.jpg	go	go	go
5516	go	nightTest/nightSequence1--00128.jpg	go	go	go
5517	stop	nightTest/nightSequence2--01691.jpg	stop	stop	stop
5518	go	nightTest/nightSequence2--02702.jpg	go	go	go
5519	stop	dayTest/daySequence2--05952.jpg	stop	stop	stop
5520	go	nightTest/nightSequence2--01248.jpg	go	go	go
5521	goLeft	nightTest/nightSequence1--03860.jpg	goLeft	goLeft	goLeft
5522	stop	nightTest/nightSequence1--01301.jpg	stop	stop	stop
5523	go	nightTest/nightSequence2--02301.jpg	go	go	go
5524	stop	nightTest/nightSequence1--01335.jpg	stop	stop	stop
5525	go	dayTest/daySequence1--03368.jpg	go	go	go
5526	go	dayTest/daySequence1--02705.jpg	go	go	go
5527	stop	nightTest/nightSequence2--01983.jpg	stop	stop	stop
5528	stopLeft	nightTest/nightSequence1--03690.jpg	stopLeft	stopLeft	stopLeft
5529	go	dayTest/daySequence1--01159.jpg	go	go	go
5530	go	dayTest/daySequence2--06539.jpg	go	go	go
5531	stop	nightTest/nightSequence2--00482.jpg	stop	stop	stop
5532	go	nightTest/nightSequence2--02912.jpg	go	go	go
5533	go	dayTest/daySequence1--01225.jpg	go	go	go
5534	stop	nightTest/nightSequence1--03079.jpg	stop	stop	stop
5535	stop	nightTest/nightSequence2--01644.jpg	stop	stop	stop
5536	goLeft	dayTest/daySequence2--06286.jpg	goLeft	goLeft	goLeft
5537	goForward	dayTest/daySequence2--03022.jpg	goForward	goForward	goForward
5538	go	dayTest/daySequence1--02111.jpg	go	go	go
5539	warning	nightTest/nightSequence1--00240.jpg	warning	warning	warning
5540	stop	nightTest/nightSequence1--02885.jpg	stop	stop	stop
5541	stop	nightTest/nightSequence2--01926.jpg	stop	stop	stop
5542	goLeft	dayTest/daySequence2--06260.jpg	goLeft	goLeft	goLeft
5543	stop	dayTest/daySequence1--03573.jpg	stop	stop	stop
5544	stop	dayTest/daySequence1--02428.jpg	stop	stop	stop
5545	go	nightTest/nightSequence1--03761.jpg	go	go	go
5546	stop	nightTest/nightSequence2--00050.jpg	stop	stop	stop
5547	stop	nightTest/nightSequence1--03355.jpg	stop	stop	stop
5548	go	nightTest/nightSequence2--04193.jpg	go	go	go
5549	go	dayTest/daySequence2--04606.jpg	go	go	go
5550	stop	nightTest/nightSequence1--03648.jpg	stop	stop	stop
5551	stop	dayTest/daySequence2--05773.jpg	stop	stop	stop
5552	stop	nightTest/nightSequence1--00342.jpg	stop	stop	stop
5553	stopLeft	dayTest/daySequence2--05403.jpg	stopLeft	stopLeft	stopLeft
5554	stop	dayTest/daySequence1--03598.jpg	stop	stop	stop
5555	stop	dayTest/daySequence1--02036.jpg	stop	stop	stop
5556	go	nightTest/nightSequence2--05509.jpg	go	go	go
5557	stop	dayTest/daySequence2--05634.jpg	stop	stop	stop
5558	stop	nightTest/nightSequence1--03119.jpg	stop	stop	stop
5559	stop	nightTest/nightSequence2--00497.jpg	stop	stop	stop
5560	go	nightTest/nightSequence2--01770.jpg	go	go	go
5561	go	dayTest/daySequence2--02719.jpg	go	go	go
5562	go	nightTest/nightSequence1--02239.jpg	go	go	go
5563	stop	nightTest/nightSequence2--01606.jpg	stop	stop	stop
5564	stop	dayTest/daySequence1--00783.jpg	stop	stop	stop
5565	go	nightTest/nightSequence2--01295.jpg	go	go	go
5566	stop	nightTest/nightSequence1--03001.jpg	stop	stop	stop
5567	go	dayTest/daySequence1--03225.jpg	go	go	go
5568	stop	dayTest/daySequence2--03760.jpg	stop	stop	stop
5569	warning	nightTest/nightSequence2--01574.jpg	warning	warning	warning
5570	go	dayTest/daySequence1--01827.jpg	go	go	go
5571	stopLeft	dayTest/daySequence2--05917.jpg	stopLeft	stopLeft	stopLeft
5572	go	dayTest/daySequence1--02933.jpg	go	go	go
5573	stop	nightTest/nightSequence2--00274.jpg	stop	stop	stop
5574	go	nightTest/nightSequence2--03029.jpg	go	go	go
5575	go	nightTest/nightSequence2--04286.jpg	go	go	go
5576	go	nightTest/nightSequence2--04064.jpg	go	go	go
5577	stop	dayTest/daySequence2--00408.jpg	stop	stop	stop
5578	stop	nightTest/nightSequence2--02142.jpg	stop	stop	stop
5579	go	nightTest/nightSequence2--03024.jpg	go	go	go
5580	go	nightTest/nightSequence2--04284.jpg	go	go	go
5581	go	dayTest/daySequence1--03946.jpg	go	go	go
5582	go	nightTest/nightSequence2--03123.jpg	go	go	go
5583	go	nightTest/nightSequence2--04519.jpg	go	go	go
5584	go	nightTest/nightSequence2--02795.jpg	go	go	go
5585	stop	nightTest/nightSequence1--00947.jpg	stop	stop	stop
5586	go	nightTest/nightSequence2--04169.jpg	go	go	go
5587	stop	dayTest/daySequence2--00755.jpg	stop	stop	stop
5588	go	nightTest/nightSequence1--04381.jpg	go	go	go
5589	stop	nightTest/nightSequence2--06368.jpg	stop	stop	stop
5590	stop	nightTest/nightSequence2--06163.jpg	stop	stop	stop
5591	go	nightTest/nightSequence2--05368.jpg	go	go	go
5592	stop	dayTest/daySequence2--05369.jpg	stop	stop	stop
5593	stop	nightTest/nightSequence2--06293.jpg	stop	stop	stop
5594	goForward	dayTest/daySequence2--02892.jpg	goForward	goForward	goForward
5595	go	dayTest/daySequence1--02129.jpg	go	go	go
5596	go	nightTest/nightSequence1--02391.jpg	go	go	go
5597	go	nightTest/nightSequence2--04281.jpg	go	go	go
5598	stop	nightTest/nightSequence1--02720.jpg	stop	stop	stop
5599	stop	nightTest/nightSequence1--01540.jpg	stop	stop	stop
5600	go	dayTest/daySequence1--02238.jpg	go	go	go
5601	go	nightTest/nightSequence1--04861.jpg	go	go	go
5602	stop	nightTest/nightSequence2--05102.jpg	stop	stop	stop
5603	go	nightTest/nightSequence2--03262.jpg	go	go	go
5604	stop	nightTest/nightSequence1--02622.jpg	stop	stop	stop
5605	go	dayTest/daySequence1--00222.jpg	go	go	go
5606	stop	nightTest/nightSequence1--03201.jpg	stop	stop	stop
5607	go	dayTest/daySequence1--03345.jpg	go	go	go
5608	stop	nightTest/nightSequence1--02766.jpg	stop	stop	stop
5609	stop	nightTest/nightSequence2--00950.jpg	stop	stop	stop
5610	stop	nightTest/nightSequence1--03140.jpg	stop	stop	stop
5611	go	dayTest/daySequence1--03874.jpg	go	go	go
5612	stop	nightTest/nightSequence1--00203.jpg	stop	stop	stop
5613	stopLeft	nightTest/nightSequence2--05019.jpg	stopLeft	stopLeft	stopLeft
5614	go	nightTest/nightSequence2--03928.jpg	go	go	go
5615	warning	nightTest/nightSequence2--04744.jpg	warning	warning	warning
5616	go	nightTest/nightSequence2--05589.jpg	go	go	go
5617	go	nightTest/nightSequence2--04228.jpg	go	go	go
5618	go	nightTest/nightSequence2--04145.jpg	go	go	go
5619	go	nightTest/nightSequence2--02892.jpg	go	go	go
5620	stop	dayTest/daySequence2--06239.jpg	stop	stop	stop
5621	stop	nightTest/nightSequence1--03334.jpg	stop	stop	stop
5622	stop	dayTest/daySequence1--00852.jpg	stop	stop	stop
5623	stop	nightTest/nightSequence2--03416.jpg	stop	stop	stop
5624	stop	nightTest/nightSequence2--00141.jpg	stop	stop	stop
5625	go	nightTest/nightSequence1--00079.jpg	go	go	go
5626	stop	nightTest/nightSequence1--03525.jpg	stop	stop	stop
5627	stop	nightTest/nightSequence2--02121.jpg	stop	stop	stop
5628	go	dayTest/daySequence1--02256.jpg	go	go	go
5629	stop	dayTest/daySequence1--02031.jpg	stop	stop	stop
5630	stop	dayTest/daySequence2--00317.jpg	stop	stop	stop
5631	stop	dayTest/daySequence2--05599.jpg	stop	stop	stop
5632	stop	dayTest/daySequence1--00898.jpg	stop	stop	stop
5633	stop	dayTest/daySequence2--05484.jpg	stop	stop	stop
5634	go	nightTest/nightSequence2--04234.jpg	go	go	go
5635	stop	dayTest/daySequence2--05565.jpg	stop	stop	stop
5636	go	nightTest/nightSequence1--02011.jpg	go	go	go
5637	stop	dayTest/daySequence1--00818.jpg	stop	stop	stop
5638	stop	nightTest/nightSequence1--03159.jpg	stop	stop	stop
5639	stop	nightTest/nightSequence1--02818.jpg	stop	stop	stop
5640	goLeft	nightTest/nightSequence1--03845.jpg	goLeft	goLeft	goLeft
5641	go	dayTest/daySequence1--03245.jpg	go	go	go
5642	stopLeft	dayTest/daySequence2--05865.jpg	stopLeft	stopLeft	stopLeft
5643	stop	nightTest/nightSequence1--00030.jpg	stop	stop	stop
5644	go	nightTest/nightSequence2--03921.jpg	go	go	go
5645	go	dayTest/daySequence1--02027.jpg	go	go	go
